group,Canais | Globo Sudeste
ext,Cine Sky 04 [Irmãos de Honra],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272971
ext,Cine Sky 05 [Fantasma e CIA],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272972
ext,Cine Sky 06 [M3GAN],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272973
ext,Cine Sky 07 [Nada de Novo no Front],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272974
ext,Cine Sky 08 [Duro de Atuar],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272975
ext,Cine Sky 09 [Emancipation],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272976
ext,Cine Sky 10 [O Pálido Olho Azul],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272977
ext,Cine Sky 11 [O Pior Vizinho do Mundo],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272978
ext,Cine Sky 12 [Os Fabelmans],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272979
ext,Cine Sky 13 [A Baleia] [Legendado],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272980
ext,Cine Sky 14 [Babilônia] [Legendado],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272981
ext,Cine Sky 15 [Batem à Porta] [Legendado],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272982
ext,Cine Sky 01 [Gato de Botas 2: O Último Pedido],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272968
ext,Cine Sky 02 [Pantera Negra: Wakanda Para Sempre],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272969
ext,Cine Sky 03 [Alerta Máximo],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272970
ext,Cine Sky 04 [Irmãos de Honra],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272971
ext,Cine Sky 05 [Fantasma e CIA],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272972
ext,Cine Sky 06 [M3GAN],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272973
ext,Cine Sky 07 [Nada de Novo no Front],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272974
ext,Cine Sky 08 [Duro de Atuar],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272975
ext,Cine Sky 09 [Emancipation],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272976
ext,Cine Sky 10 [O Pálido Olho Azul],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272977
ext,Cine Sky 11 [O Pior Vizinho do Mundo],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272978
ext,Cine Sky 12 [Os Fabelmans],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272979
ext,Cine Sky 13 [A Baleia] [Legendado],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272980
ext,Cine Sky 14 [Babilônia] [Legendado],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272981
ext,Cine Sky 15 [Batem à Porta] [Legendado],http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/272982

group,Canais | Jogos de hoje
ext,Jogos de hoje HD,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/234252
ext,Jogos de hoje HD,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/234252

group,Canais | Cine Sky
ext,CINE SKY PLAY 1,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18253
ext,CINE SKY PLAY 2,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18254
ext,CINE SKY PLAY 3,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18255
ext,CINE SKY PLAY 4,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18256
ext,CINE SKY PLAY 5,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18257
ext,CINE SKY PLAY 6,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18258
ext,CINE SKY PLAY 7,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18259
ext,CINE SKY PLAY 8,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18260
ext,CINE SKY PLAY 9,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18261
ext,CINE SKY PLAY 1,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18253
ext,CINE SKY PLAY 2,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18254
ext,CINE SKY PLAY 3,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18255
ext,CINE SKY PLAY 4,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18256
ext,CINE SKY PLAY 5,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18257
ext,CINE SKY PLAY 6,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18258
ext,CINE SKY PLAY 7,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18259
ext,CINE SKY PLAY 8,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18260
ext,CINE SKY PLAY 9,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18261
ext,CINE SKY PLAY 1,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18253
ext,CINE SKY PLAY 2,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18254
ext,CINE SKY PLAY 3,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18255
ext,CINE SKY PLAY 4,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18256
ext,CINE SKY PLAY 5,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18257
ext,CINE SKY PLAY 6,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18258
ext,CINE SKY PLAY 7,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18259
ext,CINE SKY PLAY 8,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18260
ext,CINE SKY PLAY 9,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/18261

group,Canais | Telecine
ext,Telecine Action HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/614
ext,Telecine Cult HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/619
ext,Telecine Fun HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/624
ext,Telecine Pipoca HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/629
ext,Telecine Premium HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/635
ext,Telecine Touch HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/588
ext,Telecine Action HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/614
ext,Telecine Cult HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/619
ext,Telecine Fun HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/624
ext,Telecine Pipoca HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/629
ext,Telecine Premium HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/635
ext,Telecine Touch HD²,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/588

group,ao vivo | FUTEBOL
ext,CazéTV YT.C,https://ythls.armelin.one/channel/UCZiYbVptd3PVPf4f6eR6UaQ.m3u8
ext,CazéTV YT.V,https://cr7v.short.gy/manotv/Caze/video.m3u8
ext,Canal GOAT YT.C,https://ythls.armelin.one/channel/UC_oToDrJ6uca7d1dFVBmLtg.m3u8
ext,Canal GOAT YT.V,https://cr7v.short.gy/manotv/GOAT/Index.m3u8
Cartoonnetwork.br,Cartoon Network,https://cdn-1.nxplay.com.br/CARTOON_NETWORK_TK/index.m3u8
Tooncast.br,Tooncast,https://cdn-1.nxplay.com.br/TOONCAST_TK/index.m3u8
Space.br,Space,https://cdn-1.nxplay.com.br/SPACE_TK/index.m3u8
Tnt.br,TNT,https://cdn-1.nxplay.com.br/TNT_TK/index.m3u8
ext,Band (SP),https://cdn-1.nxplay.com.br/BAND_HD_PFZ_NX/index.m3u8
Rederecord.br,Record,https://cdn.jmvstream.com/w/LVW-10842/LVW10842_513N26MDBL/playlist.m3u8
Globosp.br,Globo SP,https://cdn-1.nxplay.com.br/GLOBO_SP_TK/index.m3u8
ext,ZooMoo Kids,https://cdn-1.nxplay.com.br/ZOOMOO_HD_NX_TK/index.m3u8
Discoverykids.br,Discovery Kids,https://cdn-1.nxplay.com.br/DISCOVERY_KIDS_NX/index.m3u8
GREATmovies.uk,Sony Movies,https://cdn-1.nxplay.com.br/SONY_MOVIES/index.m3u8
SonyCrimeChannel.uk,Sony Channel,https://cdn-1.nxplay.com.br/SONY_CHANNEL/index.m3u8
Amc.br,AMC,https://cdn-1.nxplay.com.br/AMC_BRASIL_TK/index.m3u8
Axn.br,AXN,https://cdn-1.nxplay.com.br/AXN_TK/index.m3u8
Ae.br,A&E,https://cdn-1.nxplay.com.br/AeE_BRASIL_TK/index.m3u8
Cinebrasiltv.br,Cine Brasil TV,https://cdn-1.nxplay.com.br/Cinebrasil/index.m3u8
FilmArts.br,Film & Arts,https://cdn-1.nxplay.com.br/Film_Arts_Brasil_TK/index.m3u8
Animalplanet.br,Animal Planet,https://cdn-1.nxplay.com.br/ANIMAL_PLANET_NX/index.m3u8
Historychannel.br,History,https://cdn-1.nxplay.com.br/HISTORY_TK/index.m3u8
H2.br,History 2,https://cdn-1.nxplay.com.br/HISTORY_2_TK/index.m3u8
Discoveryworld.br,Discovery World,https://cdn-1.nxplay.com.br/DISCOVERY_WORLD_NX/index.m3u8
Discovery.br,Discovery,https://cdn-1.nxplay.com.br/DISCOVERY_CHANNEL_NX/index.m3u8
Discturbohd.br,Discovery Turbo,https://cdn-1.nxplay.com.br/DISCOVERY_TURBO_NX/index.m3u8
ext,COM Brasil,https://cdn-1.nxplay.com.br/COM_BRASIL/index.m3u8
Rit.br,RIT TV,https://cdn-1.nxplay.com.br/RIT_TV/index.m3u8
ext,Arte1,https://cdn-1.nxplay.com.br/ARTE1_TK/index.m3u8
Sbt.br,SBT,https://cdn.jmvstream.com/w/LVW-10801/LVW10801_Xvg4R0u57n/playlist.m3u8
Tvcultura.br,TV Cultura,https://video02.logicahost.com.br/tvguara23/tvguara23/chunklist_w488754077.m3u8
Nickelodeon.br,Nickelodeon,http://cdn.connectbr.com.br/Nickelodeon/index.m3u8?ManoTV
Bandsports.br,Band Sports,http://187.95.95.243/Band-Sports/index.m3u8
ext,CazéTV YT.C,https://ythls.armelin.one/channel/UCZiYbVptd3PVPf4f6eR6UaQ.m3u8
ext,CazéTV YT.V,https://cr7v.short.gy/manotv/Caze/video.m3u8
ext,Canal GOAT YT.C,https://ythls.armelin.one/channel/UC_oToDrJ6uca7d1dFVBmLtg.m3u8
ext,Canal GOAT YT.V,https://cr7v.short.gy/manotv/GOAT/Index.m3u8
ext,JOGO 3,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/232240
ext,JOGO 5,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121598
ext,JOGO 6,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121602
ext,JOGO 7,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121606
GOL.es,GOL PLAY,http://45.159.14.109:4022/udp/239.194.0.36:3301
ext,CazéTV YT.C,https://ythls.armelin.one/channel/UCZiYbVptd3PVPf4f6eR6UaQ.m3u8
ext,Canal GOAT YT.C,https://ythls.armelin.one/channel/UC_oToDrJ6uca7d1dFVBmLtg.m3u8
ext,Canal GOAT YT.V,https://cr7v.short.gy/manotv/GOAT/Index.m3u8
ext,CazéTV YT.C,https://ythls.armelin.one/channel/UCZiYbVptd3PVPf4f6eR6UaQ.m3u8
ext,CazéTV YT.V,https://cr7v.short.gy/manotv/Caze/video.m3u8
ext,Canal GOAT YT.C,https://ythls.armelin.one/channel/UC_oToDrJ6uca7d1dFVBmLtg.m3u8
ext,Canal GOAT YT.V,https://cr7v.short.gy/manotv/GOAT/Index.m3u8
ext,JOGO,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/232233
ext,JOGO 3,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/232240
ext,JOGO 5,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121598
ext,JOGO 6,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121602
ext,JOGO 7,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121606
ext,CazéTV YT.C,https://ythls.armelin.one/channel/UCZiYbVptd3PVPf4f6eR6UaQ.m3u8
ext,CazéTV YT.V,https://cr7v.short.gy/manotv/Caze/video.m3u8
ext,JOGO 3,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/232240
ext,JOGO 5,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121598
ext,JOGO 6,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121602
ext,JOGO 7,http://xciptv.aplicativos.top:80/p2puni777/8zksAAJgKEYq/121606

group,Canais | REALITY
ext,BBB Cam 1 HD,https://cr7v.short.gy/manotv/BBBc1/Index.m3u8
ext,BBB Cam 2 HD,https://cr7v.short.gy/manotv/BBBc2/Index.m3u8
ext,BBB Cam 1 HD,http://xciptv.aplicativos.top/live/884202033/r537B8146t/298259.ts
ext,MTV Com o Ex,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/61a528267e1b8b0007357920/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,MTV Shore,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/625463563b8ddc0007134aeb/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MTV Pluto TV,https://service-stitcher-ipv4.clusters.pluto.tv/stitch/hls/channel/5f1212fb81e85c00077ae9ef/master.m3u8?advertisingId=&appName=web&appVersion=5.103.1-8fad9f5523fef57dce06179da605682c035afe99&app_name=web&clientDeviceType=0&clientID=3878c229-195a-4843-9847-d066d964e2de&clientModelNumber=1.0.0&country=BR&deviceDNT=false&deviceId=3878c229-195a-4843-9847-d066d964e2de&deviceLat=-10.4017&deviceLon=-39.0337&deviceMake=chromium-webview&deviceModel=web&deviceType=web&deviceVersion=93.0.4577&marketingRegion=BR&serverSideAds=true&sessionID=0452bc54-0c9a-11ec-abd1-0242ac110003&sid=0452bc54-0c9a-11ec-abd1-0242ac110003&userId=
ext,MTV Are you the One?,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6108d8cc331900075e98e4/master.m3u8?advertisingId=&appName=web&appVersion=unknown&appStoreUrl=&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=97821633-629b-11eb-86b1-3facc9da388a&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=d1b9e931-6816-41d0-878e-e83836fbe919&userId=&serverSideAds=true
ext,MTV Catfish,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/626c2a3502d84a0007cec817/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,MTV Drag,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/645111f1d8436e00081bb2bd/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MTV Jovens e Mães,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/620fdc7d8a36fc000710e3ba/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MasterChef,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/6077045b6031bd00078de127/master.m3u8?advertisingId=&appName=web&appVersion=unknown&appStoreUrl=&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=65aaf550-f9bd-11eb-8aa4-9fbe6c9efd24&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=236636d2-5215-4c91-960b-a0fdf5d55119&userId=&serverSideAds=true
ext,SONY ONE SHARK TANK,https://f9387554367349db8374885adb2d48cf.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/Samsung-br_SharkTank/playlist.m3u8
ext,BBB Cam 1 HD,https://cr7v.short.gy/manotv/BBBc1/Index.m3u8
ext,BBB Cam 2 HD,https://cr7v.short.gy/manotv/BBBc2/Index.m3u8
ext,WebTVBrasileira YT,https://ythls.armelin.one/channel/UC0LlPl_mWhIFqVxcH1l3xpQ.m3u8
ext,MTV Com o Ex,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/61a528267e1b8b0007357920/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,MTV Shore,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/625463563b8ddc0007134aeb/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MTV Pluto TV,https://service-stitcher-ipv4.clusters.pluto.tv/stitch/hls/channel/5f1212fb81e85c00077ae9ef/master.m3u8?advertisingId=&appName=web&appVersion=5.103.1-8fad9f5523fef57dce06179da605682c035afe99&app_name=web&clientDeviceType=0&clientID=3878c229-195a-4843-9847-d066d964e2de&clientModelNumber=1.0.0&country=BR&deviceDNT=false&deviceId=3878c229-195a-4843-9847-d066d964e2de&deviceLat=-10.4017&deviceLon=-39.0337&deviceMake=chromium-webview&deviceModel=web&deviceType=web&deviceVersion=93.0.4577&marketingRegion=BR&serverSideAds=true&sessionID=0452bc54-0c9a-11ec-abd1-0242ac110003&sid=0452bc54-0c9a-11ec-abd1-0242ac110003&userId=
ext,MTV Are you the One?,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6108d8cc331900075e98e4/master.m3u8?advertisingId=&appName=web&appVersion=unknown&appStoreUrl=&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=97821633-629b-11eb-86b1-3facc9da388a&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=d1b9e931-6816-41d0-878e-e83836fbe919&userId=&serverSideAds=true
ext,MTV Catfish,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/626c2a3502d84a0007cec817/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,MTV Drag,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/645111f1d8436e00081bb2bd/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MTV Jovens e Mães,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/620fdc7d8a36fc000710e3ba/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MasterChef,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/6077045b6031bd00078de127/master.m3u8?advertisingId=&appName=web&appVersion=unknown&appStoreUrl=&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=65aaf550-f9bd-11eb-8aa4-9fbe6c9efd24&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=236636d2-5215-4c91-960b-a0fdf5d55119&userId=&serverSideAds=true
ext,SONY ONE SHARK TANK,https://f9387554367349db8374885adb2d48cf.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/Samsung-br_SharkTank/playlist.m3u8
ext,BBB Cam 1 HD,https://cr7v.short.gy/manotv/BBBc1/Index.m3u8
ext,BBB Cam 2 HD,https://cr7v.short.gy/manotv/BBBc2/Index.m3u8
ext,WebTVBrasileira YT,https://ythls.armelin.one/channel/UC0LlPl_mWhIFqVxcH1l3xpQ.m3u8
ext,MTV Com o Ex,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/61a528267e1b8b0007357920/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,MTV Shore,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/625463563b8ddc0007134aeb/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MTV Pluto TV,https://service-stitcher-ipv4.clusters.pluto.tv/stitch/hls/channel/5f1212fb81e85c00077ae9ef/master.m3u8?advertisingId=&appName=web&appVersion=5.103.1-8fad9f5523fef57dce06179da605682c035afe99&app_name=web&clientDeviceType=0&clientID=3878c229-195a-4843-9847-d066d964e2de&clientModelNumber=1.0.0&country=BR&deviceDNT=false&deviceId=3878c229-195a-4843-9847-d066d964e2de&deviceLat=-10.4017&deviceLon=-39.0337&deviceMake=chromium-webview&deviceModel=web&deviceType=web&deviceVersion=93.0.4577&marketingRegion=BR&serverSideAds=true&sessionID=0452bc54-0c9a-11ec-abd1-0242ac110003&sid=0452bc54-0c9a-11ec-abd1-0242ac110003&userId=
ext,MTV Are you the One?,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6108d8cc331900075e98e4/master.m3u8?advertisingId=&appName=web&appVersion=unknown&appStoreUrl=&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=97821633-629b-11eb-86b1-3facc9da388a&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=d1b9e931-6816-41d0-878e-e83836fbe919&userId=&serverSideAds=true
ext,MTV Catfish,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/626c2a3502d84a0007cec817/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,MTV Drag,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/645111f1d8436e00081bb2bd/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MTV Jovens e Mães,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/620fdc7d8a36fc000710e3ba/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,MasterChef,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/6077045b6031bd00078de127/master.m3u8?advertisingId=&appName=web&appVersion=unknown&appStoreUrl=&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=65aaf550-f9bd-11eb-8aa4-9fbe6c9efd24&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=236636d2-5215-4c91-960b-a0fdf5d55119&userId=&serverSideAds=true
ext,SONY ONE SHARK TANK,https://f9387554367349db8374885adb2d48cf.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/Samsung-br_SharkTank/playlist.m3u8

group,BRASIL
ext,TV PORTUGUESA,https://video02.logicahost.com.br/tvportuguesa/tvportuguesa/playlist.m3u8
ext,RAKUTEN DOCUMENTARIOS,https://rakuten-documentaries-14-pt.samsung.wurl.tv/playlist.m3u8
ext,NPC TV,https://stmv5.samcast.com.br/nasciparacantartv/nasciparacantartv/chunklist_w273627653.m3u8
ext,SIC TV PORTUGAL,https://d1zx6l1dn8vaj5.cloudfront.net/out/v1/b89cc37caa6d418eb423cf092a2ef970/index_4.m3u8
